"NUMERO_PROCESSO_COMPRA";"URL_PORTAL_TRANSPARENCIA";"DATA_CADASTRAMENTO_PROCESSO";"OBJETO_PROCESSO";"URL_DOCUMENTOS_PROCESSO";"CODIGO_ORGAO_DEMANDANTE";"ORGAO_DEMANDANTE";"SITUACAO_PROCESSO";"PROCEDIMENTO_CONTRATACAO";"NUMERO_REGISTRO_PRECO";"URL_NUMERO_REGISTRO_PRECO";"NUMERO_CONTRATO";"URL_INTEGRA_CONTRATO";"CODIGO_ORGAO_CONTRATO";"ORGAO_CONTRATO";"DATA_PUBLICACAO";"INICIO_VIGENCIA";"FIM_VIGENCIA";"FIM_VIGENCIA_ATUALIZADA";"CPF_CNPJ_CONTRATADO";"CONTRATADO";"PROCESSO_SEI";"URL_PROCESSO_SEI";"CODIGO_ITEM_MATERIAL_SERVICO";"ITEM_MATERIAL_SERVICO";"CODIGO_UNIDADE_ORCAMENTARIA";"UNIDADE_ORCAMENTARIA";"LINHA_FORNECIMENTO";"CIDADE_ENTREGA";"QUANTIDADE_HOMOLOGADA";"VALOR_REFERENCIA_UNITARIO";"VALOR_HOMOLOGADO_UNITARIO";"VALOR_REFERENCIA";"VALOR_HOMOLOGADO"
"0500005 000122/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/06-10-2020/1831008/0/0/29697/0/0/0/0/7614/21690014/156892/1512552/331453/0500005000122-2020";2020-09-11;"do medicamento padronizado na FHEMIG, Midazolam 5mg/ml ampola 10ml";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0500005&numero=122&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"60.665.981/0009-75";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"2270.01.0037741/2020-06";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNYTh232TX304pXpwyTg1AZUoTlAGie1hY5gCDQZfSNi2";1512552;"MIDAZOLAM - PRINCIPIO ATIVO: MIDAZOLAM; CONCENTRACAO/DOSAGEM: 5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 10 ML; COMPONENTE: .;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"MEDICAMENTOS ALOPATICOS";"MINAS GERAIS";97000;5,9;5,9;572300;572300
"0505022 000022/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/04-06-2020/1831008/0/0/58671/0/0/0/0/2737/56200293/219618/1758136/323827/0505022000022-2020";2020-05-08;"PLACA DE ACRÍLICO.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0505022&numero=22&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação - Por valor";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"71.402.192/0001-00";"ELETROELETRONICOS INCONFIDENTES EIRELI";"2270.01.0021063/2020-38";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZBSVWGzj7LO4AMvjGbcpymUtNe_E5QH4x_DDV4nw_A9";1758136;"CHAPA DE ACRILICO - MATERIA-PRIMA: POLIMEROS; DIMENSAO: 100 CM X 150 CM, ESPESSURA 2 MM; SUPERFICIE: LISA; COR:  TRANSPARENTE ; APLICACAO: LOCAIS ATENDIMENTO AO PUBLICO;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"MATERIAIS PARA CONSTRUCAO";"Belo Horizonte";6;259,415;200;1556,49;1200
"0505022 000024/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/04-06-2020/1831008/0/0/19011/0/0/0/0/2737/56200293/221355/1759841/324486/0505022000024-2020";2020-05-15;"PLACAS DE ACRÍLICO";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0505022&numero=24&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação - Por valor";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"41.658.519/0001-49";"CENTRAL SUPRIMENTOS LTDA -ME";"2270.01.0019226/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNVB_EHlDdvQlG0BKrpoiNgNs5MbO4SxOJWaUHJyA10IE";1759833;"CHAPA DE ACRILICO - MATERIA-PRIMA: ACRILICO; DIMENSAO: 196 CM X 79 CM,  ESPESSURA 5MM; SUPERFICIE: LISA; COR:  TRANSPARENTE, CRISTAL, INCOLOR; APLICACAO:  PROTECAO DE LOCAIS DE ATENDIMENTOS AO PUBLICO;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"MATERIAIS PARA CONSTRUCAO";"Belo Horizonte";1;605;796;605;796
"0505022 000024/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/04-06-2020/1831008/0/0/19011/0/0/0/0/2737/56200293/221355/1759841/324486/0505022000024-2020";2020-05-15;"PLACAS DE ACRÍLICO";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0505022&numero=24&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação - Por valor";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"41.658.519/0001-49";"CENTRAL SUPRIMENTOS LTDA -ME";"2270.01.0019226/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNVB_EHlDdvQlG0BKrpoiNgNs5MbO4SxOJWaUHJyA10IE";1759841;"CHAPA DE ACRILICO - MATERIA-PRIMA: ACRILICO; DIMENSAO: 218 CM X 89 CM,  ESPESSURA 5MM; SUPERFICIE: LISA; COR:  TRANSPARENTE, CRISTAL, INCOLOR; APLICACAO:  PROTECAO DE LOCAIS DE ATENDIMENTOS AO PUBLICO;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"MATERIAIS PARA CONSTRUCAO";"Belo Horizonte";1;880;839,7;880;839,7
"0505022 000032/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-06-2020/23-07-2020/1831008/0/0/58671/0/0/0/0/2737/56200293/224834/1764322/325753/0505022000032-2020";2020-06-15;"CHAPA DE ACRÍLICO - MATERIA PRIMA: ACRÍLICO ; DIMENSÃO: 100 CM X 150 CM, ESPESSURA 5MM; SUPERFÍCIE: LISA; COR: TRANSPARENTE, CRISTAL, INCOLOR; APLICAÇÃO: PROTEÇÃO DE LOCAIS DE ATENDIMENTO AO PUBLICO.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0505022&numero=32&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação - Por valor";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"71.402.192/0001-00";"ELETROELETRONICOS INCONFIDENTES EIRELI";"2270.01.0025119/2020-39";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUMURSgaJ6iDkTDZNzGuln8v3o8xcf2nXR3VDjDI5hWo";1764322;"CHAPA DE ACRILICO - MATERIA-PRIMA: ACRILICO ; DIMENSAO: 100 CM X 150 CM,  ESPESSURA 5MM; SUPERFICIE: LISA; COR:  TRANSPARENTE, CRISTAL, INCOLOR; APLICACAO:  PROTECAO DE LOCAIS DE ATENDIMENTO AO PUBLICO;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"MATERIAIS PARA CONSTRUCAO";"Belo Horizonte";4;600;548;2400;2192
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";10758;"MANUTENCAO, REPARO, CONSERVACAO E ADAPTACAO EM EQUIPAMENTOS E INSTRUMENTOS HOSPITALARES";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"MANUTENCAO EM EQUIPAMENTO MEDICO, HOSPITALAR, ODONTOLOGICO E DE       LABORATORIO";"MINAS GERAIS";0;13110;13110;13110;13110
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";340669;"DISPLAY PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: DISPLAY LED C/ KIT FIXACAO P/ TECLADO NOVO  GRAPH; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3010; REFERENCIA: DR-0004U-2 / 4329R2V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";1;8929,8;8929,8;8929,8;8929,8
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";424170;"BATERIA PARA EQUIPAMENTO MEDICO/HOSPITALAR - TENSAO: 11.1 VOLTS; CORRENTE: 7.8 AH; REFERENCIA: DR-2003A-0 / 4152R1V; COMPATIBILIDADE: VENTILADOR DIXTAL/DX-3012;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";10;1500,6;1500,6;15006;15006
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1139886;"KIT PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: KIT PNEUMOTACOGRAFO (TS/ADV.); EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3012-3020; REFERENCIA: 3696R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";3;1631,8;1631,8;4895,4;4895,4
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1145800;"KIT PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: KIT REG. DE AR - 2.8KG/CM2 + VALV. PROPORCIONAL; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3012; REFERENCIA: DR-2001C-0 / 3714R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";4;4198,4;4198,4;16793,6;16793,6
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1145860;"KIT PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: KIT REG. DE O2 - 2.8KG/CM2 + VALV. PROPORCIONAL; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3012; REFERENCIA: DR-2001D-0 / 3715R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";3;4190,2;4190,2;12570,6;12570,6
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1145908;"PLACA PARA EQUIPAMENTOS MED/HOSP. - IDENTIFICACAO: PLACA TECLADO COM ENCODER ; EQUIPAMENTO: VENTILADOR PULMONAR; MARCA/MODELO: DIXTAL/DX-3012; REFERENCIA: 3717R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";1;2517,4;2517,4;2517,4;2517,4
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1176641;"PLACA PARA EQUIPAMENTOS MED/HOSP. - IDENTIFICACAO: PLACA CPU C/ADAPT. LCD-LED; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DISTAL/DX-3012; REFERENCIA: DR-2003C-0 / 4203R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";3;10651,8;10651,8;31955,4;31955,4
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1207334;"MICRO VENTILADOR PARA EQUIPAMENTOS MED./HOSP - EQUIPAMENTO: VENTILADOR 6X6CM 12V; MARCA/MODELO: DIXTAL/DX-3010-3012; REFERENCIA: DR-0000H-0 / 2330R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";15;50,84;50,84;762,6;762,6
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1266446;"JUNTA PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: JUNTA DE FECHAMENTO; EQUIPAMENTO: VENTILADOR; MARCA/MODELO: DIXTAL/DX-3010-3012; REFERENCIA: DR-0000G-0 / 2391R1V;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";15;42,64;42,64;639,6;639,6
"0510037 000125/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020";2020-03-26;"MANUTENÇÃO CORRETIVA EM VENTILADORES PULMONARES DA MARCA DIXTAL.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=0510037&numero=125&ano=2020";2270;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"Concluído";"Dispensa de Licitação";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"02.873.047/0001-95";"VITAE TECNOLOGIA EM MEDICINA LTDA - EPP";"2270.01.0011278/2020-05";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD";1337009;"CONJUNTO PARA EQUIPAMENTOS MEDICO-HOSPITALARES - IDENTIFICACAO: CONJUNTO (SUBCONJUNTO) CONTROLE DE GASES(KIT PNEUMATOGRAFO); EQUIPAMENTO: VENTILADOR PULMONAR; MARCA/MODELO: DIXTAL/DX-3010; REFERENCIA: DR-0005Q-0;";2271;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"MINAS GERAIS";2;1615,4;1615,4;3230,8;3230,8
